ClaimID,ClaimantLocation,EventLocation,EventDate,ClaimantLatitude,ClaimantLongitude,EventLatitude,EventLongitude
"A3.1-0000000272","вул. Єлисейські поля, 706, м. Роттердам, Нідерланди","Одеська область #2","08.09.2023","51.9244424","4.4777500","46.5896015","30.8038816"
"A1.1-0000000273","вул. Одеська, 926, м. Боярка, Київська область","вул. Лугова, 641, м. Вінниця, Вінницька область","18.06.2023","50.3356709","30.2847595","49.2501742","28.5478439"
"A3.1-0000000274","м. Київ, Київська область #1","вул. Перемоги, 608, м. Ужгород, Закарпатська область","23.08.2024","50.3867358","30.7810878","48.6109684","22.2628146"
"A1.1-0000000275","вул. Унтер-ден-Лінден, 881, м. Цюрих, Швейцарія","вул. Богдана Хмельницького, 73, м. Хмельницький, Хмельницька область","25.08.2022","47.3744489","8.5410422","49.1665876","26.5973543"
"A1.1-0000000276","вул. Перемоги, 392, м. Ізмаїл, Одеська область","м. Чернівці, Чернівецька область #1","13.12.2022","45.3756351","28.8239753","48.4456117","25.7600153"
"A1.1-0000000277","вул. Полтавська, 360, м. Херсон, Херсонська область","м. Суми, Сумська область #3","18.08.2024-01.09.2024","46.6802011","32.7319764","50.8841077","34.7802288"
"A2.1-0000000278","вул. Гран-Віа, 771, м. Відень, Австрія","вул. Весняна, 987, м. Токмак, Запорізька область","07.12.2022","48.2083537","16.3725042","47.1908720","36.2197282"
"A2.1-0000000279","вул. Армійська, 28, м. Червоноград, Львівська область","м. Ізмаїл, Одеська область #2","02.01.2025","50.5796362","24.1774044","45.3511307","28.8361514"
"A2.1-0000000280","вул. Козацька, 507, м. Вінниця, Вінницька область","вул. Княгині Ольги, 654, м. Конотоп, Сумська область","09.02.2025","49.2206377","28.3854337","51.2434827","33.2383040"
"A1.1-0000000281","Хмельницька область #1","вул. Молодіжна, 560, м. Хуст, Закарпатська область","15.10.2024","48.8920011","26.8449922","48.3106733","23.0283919"
"A1.1-0000000282","вул. Маршалковська, 269, м. Лондон, Велика Британія","вул. Лугова, 519, м. Чернігів, Чернігівська область","16.12.2024","51.5027429","-0.2244823","51.5219878","31.3713025"
"A3.1-0000000283","вул. Володимирська, 631, м. Охтирка, Сумська область","вул. Центральна, 81, м. Полтава, Полтавська область","16.04.2023","50.2878985","34.8624078","49.6071347","34.6115109"
"A2.1-0000000284","вул. Центральна, 716, м. Івано-Франківськ, Івано-Франківська область","вул. Шевченка, 251, м. Конотоп, Сумська область","01.08.2024","49.4840598","24.4893649","51.2470041","33.2104010"
"A1.1-0000000285","вул. Одеська, 760, м. Миргород, Полтавська область","вул. Січових Стрільців, 13, м. Краматорськ, Донецька область","19.03.2022-22.03.2022","49.9568658","33.6153865","48.7451010","37.5916769"
"A3.1-0000000286","вул. Франка, 381, м. Коломия, Івано-Франківська область","вул. Морська, 908, м. Мукачево, Закарпатська область","25.04.2022","48.5311839","25.0374800","48.2953664","23.4466092"
"A2.2-0000000287","вул. Дружби, 730, м. Івано-Франківськ, Івано-Франківська область","Закарпатська область #3","05.01.2025","48.9336200","24.7344136","48.6313337","22.3200453"
"A2.2-0000000288","вул. Діагональ, 162, м. Брюссель, Бельгія","вул. Таращанська, 691, м. Луцьк, Волинська область","06.06.2023-18.06.2023","50.8465573","4.3516970","50.7558816","25.3469633"
"A1.1-0000000289","вул. Єлисейські поля, 48, м. Варшава, Польща","вул. Пушкіна, 184, м. Токмак, Запорізька область","07.05.2022-16.05.2022","52.2319581","21.0067249","47.2598666","35.6956023"
"A3.1-0000000290","вул. Юності, 846, м. Ніжин, Чернігівська область","вул. Січових Стрільців, 515, м. Боярка, Київська область","11.06.2022","51.0416527","31.8667715","50.3166659","30.3031925"
"A2.1-0000000291","вул. Лугова, 71, м. Запоріжжя, Запорізька область","м. Червоноград, Львівська область","22.11.2023-28.11.2023","47.8101868","35.2014158","50.5796362","24.1774044"
"A1.1-0000000292","вул. Миру, 578, м. Бориспіль, Київська область","м. Бровари, Київська область #4","30.11.2024","50.3679952","30.9319382","50.5349309","30.7989552"
"A2.1-0000000293","вул. Пушкіна, 7, м. Бровари, Київська область","Одеська область #3","03.02.2024","50.4985709","30.7560375","46.3650441","30.7059594"
"A1.1-0000000294","вул. Доробок, 745, м. Обухів, Київська область","вул. Кармелюка, 244, м. Камʼянець-Подільський, Хмельницька область","26.06.2022","50.1101633","30.6269696","48.9038747","26.8702598"
"A2.1-0000000295","вул. Кармелюка, 423, м. Бердянськ, Запорізька область","м. Боярка, Київська область","16.08.2022","46.7951489","36.7460993","50.3356709","30.2847595"
"A1.1-0000000296","вул. Бандери, 607, м. Коростень, Житомирська область","вул. Одеська, 988, м. Стрий, Львівська область","14.10.2023","50.9580303","28.6191652","48.7816155","23.2506748"
"A2.2-0000000297","Житомирська область","м. Сєвєродонецьк, Луганська область #1","03.09.2023","50.9080532","28.3867504","48.9339883","38.4967082"
"A2.1-0000000298","вул. Гран-Віа, 799, м. Стокгольм, Швеція","м. Луцьк, Волинська область #4","26.01.2023","59.3251172","18.0710935","50.7328716","25.4023629"
"A3.1-0000000299","вул. Весняна, 988, м. Охтирка, Сумська область","м. Долина, Івано-Франківська область #1","20.08.2023","50.2900946","34.9110516","47.9638983","37.7375250"
"A1.1-0000000300","вул. Пікаділлі, 714, м. Мюнхен, Німеччина","вул. Залізнична, 152, м. Кременчук, Полтавська область","17.07.2023","48.1371079","11.5753822","49.0865838","33.4475836"
"A2.2-0000000301","вул. Дружби, 840, м. Ізмаїл, Одеська область","Одеська область #4","07.09.2024-16.09.2024","45.3756592","28.8306632","46.4392011","30.6775344"
"A2.1-0000000302","вул. Гран-Віа, 125, м. Відень, Австрія","вул. Перемоги, 203, м. Нікополь, Дніпропетровська область","27.03.2024-07.04.2024","48.2083537","16.3725042","47.5789293","34.4374463"
"A1.1-0000000303","вул. Соборна, 67, м. Ужгород, Закарпатська область","вул. Перемоги, 95, м. Калуш, Івано-Франківська область","04.01.2024-06.01.2024","48.6504584","22.2657980","49.0271830","24.3613567"
"A1.1-0000000304","вул. Морська, 405, м. Стрий, Львівська область","вул. Луганська, 437, м. Обухів, Київська область","09.05.2023","48.7816155","23.2506748","50.1101633","30.6269696"
"A2.1-0000000305","вул. Грушевського, 629, м. Суми, Сумська область","вул. Мечникова, 303, м. Бровари, Київська область","27.03.2025","50.8769820","34.7648855","50.5175991","30.8080173"
"A3.1-0000000306","вул. Рінгштрасе, 141, м. Дублін, Ірландія","вул. Козацька, 646, м. Шостка, Сумська область","13.03.2025-26.03.2025","53.3855163","-6.2589563","51.8643550","33.4728542"
"A1.1-0000000307","м. Ізюм, Харківська область #2","вул. Весняна, 935, м. Чугуїв, Харківська область","14.12.2023","49.1913721","37.2784125","49.8366260","36.6899391"
"A3.1-0000000308","вул. Соборна, 918, м. Нікополь, Дніпропетровська область","м. Дрогобич, Львівська область #1","17.10.2024","47.5757851","34.3555030","49.3513996","23.5061662"
"A2.2-0000000309","Житомирська область #1","вул. Юності, 547, м. Конотоп, Сумська область","18.06.2022-01.07.2022","49.9020348","28.5879803","51.2485330","33.2203011"
"A2.1-0000000310","Запорізька область #4","вул. Дніпровська, 243, м. Краматорськ, Донецька область","28.02.2024","47.4543065","35.2896829","48.7624962","37.5945322"
"A1.1-0000000311","вул. Таращанська, 972, м. Рівне, Рівненська область","вул. Володимирська, 317, м. Вознесенськ, Миколаївська область","12.05.2022","50.3266797","26.5235845","47.5737679","31.3366927"
"A1.1-0000000312","вул. Маршалковська, 540, м. Мілан, Італія","вул. Гоголя, 207, м. Лисичанськ, Луганська область","22.01.2024-03.02.2024","45.4641943","9.1896346","48.8793070","38.4602569"
"A2.1-0000000313","м. Сєвєродонецьк, Луганська область #2","вул. Мазепи, 722, м. Рівне, Рівненська область","09.10.2022-23.10.2022","48.9339883","38.4967082","50.6230243","26.2449188"
"A2.2-0000000314","вул. Мазепи, 104, м. Коростень, Житомирська область","вул. Перемоги, 162, м. Сєвєродонецьк, Луганська область","06.08.2024-19.08.2024","50.9762525","28.6105469","48.9339883","38.4967082"
"A3.1-0000000315","вул. Гетьмана, 682, м. Ізюм, Харківська область","вул. Спортивна, 315, м. Краматорськ, Донецька область","20.10.2023-23.10.2023","49.2200854","37.2818099","48.7292008","37.5303108"
"A2.1-0000000316","Житомирська область #2","м. Дніпро, Дніпропетровська область #3","07.12.2023","50.2689078","28.6974310","46.5775371","30.7974559"
"A2.1-0000000317","вул. Пушкіна, 340, м. Вознесенськ, Миколаївська область","м. Конотоп, Сумська область #1","10.12.2023","47.8849896","31.5260438","51.2485330","33.2203011"
"A2.1-0000000318","Луганська область #3","вул. Кільцева, 256, м. Коломия, Івано-Франківська область","11.02.2024","48.5306064","39.2490119","48.5477486","25.0647659"
"A2.2-0000000319","м. Вінниця, Вінницька область #1","вул. Франка, 906, м. Хуст, Закарпатська область","09.04.2024","48.8094803","29.4053505","48.1494533","23.3210695"
"A2.2-0000000320","вул. Таращанська, 667, м. Покровськ, Донецька область","м. Нікополь, Дніпропетровська область","24.07.2022","48.2771086","37.1772482","47.5688212","34.3912430"
"A1.1-0000000321","вул. Бандери, 351, м. Луцьк, Волинська область","вул. Франка, 750, м. Обухів, Київська область","02.09.2022","50.7479567","25.3277918","50.1081035","30.6384746"
"A2.2-0000000322","вул. Курортна, 32, м. Покровськ, Донецька область","вул. Антоновича, 912, м. Херсон, Херсонська область","13.06.2022","48.2771086","37.1772482","46.6658351","32.5970254"
"A1.1-0000000323","Тернопільська область","вул. Дружби, 677, м. Сарни, Рівненська область","25.06.2023","49.6630002","25.6167516","51.5816340","26.5628358"
"A1.1-0000000324","вул. Дамрак, 158, м. Марсель, Франція","вул. Рівненська, 90, м. Київ, Київська область","03.11.2024","43.2961743","5.3699525","50.9745124","29.5317603"
"A2.1-0000000325","вул. Гран-Віа, 654, м. Рим, Італія","вул. Богдана Хмельницького, 865, м. Полтава, Полтавська область","18.05.2024","41.8933203","12.4829321","49.5783982","34.5847887"
"A3.1-0000000326","вул. Мечникова, 558, м. Черкаси, Черкаська область","вул. Спортивна, 379, м. Боярка, Київська область","26.05.2022","49.4654718","32.0082921","50.3356709","30.2847595"
"A2.2-0000000327","вул. Таращанська, 64, м. Мукачево, Закарпатська область","вул. Лесі Українки, 685, м. Кривий Ріг, Дніпропетровська область","08.03.2025","48.2953664","23.4466092","47.8875758","33.3611848"
"A3.1-0000000328","вул. Спортивна, 839, м. Чернігів, Чернігівська область","вул. Луганська, 888, м. Охтирка, Сумська область","11.05.2025-15.05.2025","51.5005889","31.2352594","50.2878985","34.8624078"
"A3.1-0000000329","вул. Данила Галицького, 585, м. Дніпро, Дніпропетровська область","Рівненська область #2","31.08.2024","48.4597446","34.9360247","50.6206787","26.2182896"
"A2.1-0000000330","вул. Привокзальна, 130, м. Кременчук, Полтавська область","вул. Луганська, 446, м. Полтава, Полтавська область","23.12.2022","49.0847158","33.5083480","49.5860289","34.5565726"
"A2.2-0000000331","м. Івано-Франківськ, Івано-Франківська область","вул. Васильківська, 334, м. Коростень, Житомирська область","23.01.2025-31.01.2025","48.8154956","24.8447453","50.9539918","28.6405872"
"A1.1-0000000332","вул. Садова, 116, м. Березне, Рівненська область","вул. Таращанська, 603, м. Рівне, Рівненська область","17.09.2022","50.9880003","26.7503520","50.3266797","26.5235845"
"A1.1-0000000333","вул. Володимирська, 902, м. Червоноград, Львівська область","вул. Дружби, 393, м. Чортків, Тернопільська область","10.05.2025","50.5796362","24.1774044","49.0165315","25.7928886"
"A3.1-0000000334","вул. Рінгштрасе, 148, м. Дублін, Ірландія","вул. Грушевського, 406, м. Вараш, Рівненська область","03.01.2024-15.01.2024","53.3855163","-6.2589563","51.3481736","25.8500623"
"A2.1-0000000335","вул. Оксфорд, 919, м. Единбург, Велика Британія","вул. Центральна, 319, м. Словʼянськ, Донецька область","26.11.2024","55.9533456","-3.1883749","48.8449881","37.5899522"
"A1.1-0000000336","вул. Доробок, 454, м. Ізмаїл, Одеська область","м. Сєвєродонецьк, Луганська область #3","26.06.2024","45.3511307","28.8361514","48.9339883","38.4967082"
"A1.1-0000000337","вул. Доробок, 497, м. Чортків, Тернопільська область","м. Боярка, Київська область #1","14.01.2025-27.01.2025","49.0165315","25.7928886","50.3356709","30.2847595"
"A2.1-0000000338","вул. Рінгштрасе, 139, м. Флоренція, Італія","м. Шостка, Сумська область #2","24.04.2022-27.04.2022","43.7697955","11.2556404","51.8643550","33.4728542"
"A2.1-0000000339","вул. Козацька, 34, м. Чернігів, Чернігівська область","вул. Курортна, 204, м. Бахмут, Донецька область","01.10.2024","51.5127665","31.2586047","48.5927395","37.9688314"
"A3.1-0000000340","вул. Козацька, 382, м. Одеса, Одеська область","вул. Дніпровська, 984, м. Долина, Івано-Франківська область","29.03.2025-04.04.2025","47.8335285","30.2415161","48.9782308","23.9789588"
"A2.2-0000000341","м. Черкаси, Черкаська область #5","вул. Шевченка, 167, м. Токмак, Запорізька область","08.05.2023-22.05.2023","49.4147708","32.0682996","47.2627076","35.7129223"
"A2.1-0000000342","вул. Мечникова, 420, м. Мукачево, Закарпатська область","вул. Богдана Хмельницького, 934, м. Львів, Львівська область","13.02.2023","48.2953664","23.4466092","49.8454203","24.0292054"
"A1.1-0000000343","вул. Курортна, 991, м. Миргород, Полтавська область","м. Дрогобич, Львівська область #2","05.04.2024","49.9691429","33.6258435","49.3513996","23.5061662"
"A2.2-0000000344","вул. Луганська, 534, м. Ізмаїл, Одеська область","м. Коростень, Житомирська область #2","11.03.2022","45.3511307","28.8361514","51.3260561","28.8009045"
"A2.2-0000000345","вул. Центральна, 701, м. Червоноград, Львівська область","вул. Паркова, 284, м. Івано-Франківськ, Івано-Франківська область","14.09.2023","50.5796362","24.1774044","48.9261834","24.7401233"
"A2.2-0000000346","Одеська область #5","вул. Кільцева дорога, 247, м. Березне, Рівненська область","31.05.2024-11.06.2024","46.4545651","30.6427238","51.0035653","26.7524487"
"A2.2-0000000347","м. Вознесенськ, Миколаївська область #2","Івано-Франківська область #2","01.06.2024-08.06.2024","47.5583656","31.3375214","48.6371941","24.5864396"
"A1.1-0000000348","Київська область #4","вул. Луганська, 548, м. Нікополь, Дніпропетровська область","25.10.2024","50.6022916","30.6526919","47.6530517","34.6417462"
"A2.2-0000000349","м. Маріуполь, Донецька область #1","вул. Перемоги, 759, м. Нова Каховка, Херсонська область","13.04.2025","47.0997842","37.4929962","46.7583404","33.3566678"
"A2.1-0000000350","м. Черкаси, Черкаська область #6","вул. Доробок, 893, м. Нікополь, Дніпропетровська область","03.01.2024","49.4147708","32.0682996","47.5688212","34.3912430"
"A2.2-0000000351","вул. Богдана Хмельницького, 55, м. Тернопіль, Тернопільська область","м. Ужгород, Закарпатська область #4","29.03.2023","49.5525510","25.5994939","48.6389565","22.2719791"
"A1.1-0000000352","вул. Садова, 56, м. Ізмаїл, Одеська область","м. Суми, Сумська область #4","10.04.2023","45.3407612","28.8360132","50.8841077","34.7802288"
"A2.2-0000000353","вул. Пушкіна, 324, м. Золотоноша, Черкаська область","м. Маріуполь, Донецька область #2","18.11.2024-24.11.2024","49.6473285","32.0569802","47.1017558","37.5480920"
"A2.1-0000000354","вул. Юності, 215, м. Долина, Івано-Франківська область","м. Херсон, Херсонська область #1","14.01.2023","48.9782308","23.9789588","46.1719787","33.5689887"
"A3.1-0000000355","м. Хмельницький, Хмельницька область #1","вул. Лугова, 440, м. Новоград-Волинський, Житомирська область","19.04.2024-20.04.2024","49.3581046","26.9369636","50.2914502","27.6722948"
"A1.1-0000000356","м. Львів, Львівська область","м. Шостка, Сумська область #3","04.03.2022","50.0819723","25.1507208","51.8643550","33.4728542"
"A2.1-0000000357","м. Миргород, Полтавська область #1","вул. Данила Галицького, 603, м. Токмак, Запорізька область","07.07.2022","53.0681267","8.8617759","47.1908720","36.2197282"
"A1.1-0000000358","вул. Антоновича, 537, м. Березне, Рівненська область","вул. Паркова, 924, м. Чернівці, Чернівецька область","16.03.2023","51.0035653","26.7524487","48.0822798","25.9213232"
"A2.1-0000000359","Рівненська область #3","вул. Морська, 135, м. Нікополь, Дніпропетровська область","09.04.2022","50.1306988","25.2504521","47.5688212","34.3912430"
"A2.1-0000000360","м. Дніпро, Дніпропетровська область #4","вул. Володимирська, 639, м. Павлоград, Дніпропетровська область","02.06.2022","46.5775371","30.7974559","48.5240207","35.8767763"
"A1.1-0000000361","вул. Садова, 455, м. Миколаїв, Миколаївська область","вул. Богдана Хмельницького, 719, м. Павлоград, Дніпропетровська область","15.03.2022","46.9531997","32.0022223","48.5578194","35.9862474"
"A2.2-0000000362","вул. Юності, 638, м. Березне, Рівненська область","вул. Садова, 851, м. Чернівці, Чернівецька область","06.01.2025-18.01.2025","51.0035653","26.7524487","48.2828286","25.9385728"
"A1.1-0000000363","м. Вознесенськ, Миколаївська область #3","вул. Дружби, 852, м. Бориспіль, Київська область","13.04.2023","47.5583656","31.3375214","50.3697617","30.9380114"
"A2.2-0000000364","вул. Васильківська, 509, м. Запоріжжя, Запорізька область","Донецька область #1","01.03.2022","47.8320180","35.1401670","47.9858342","37.7941125"
"A1.1-0000000365","Миколаївська область #2","вул. Данила Галицького, 77, м. Черкаси, Черкаська область","19.09.2022-24.09.2022","47.0551400","31.9205770","49.0148882","31.3963728"
"A2.1-0000000366","Івано-Франківська область #3","вул. Дніпровська, 896, м. Кривий Ріг, Дніпропетровська область","12.10.2023","48.9507260","24.6964624","47.9136598","33.3929465"
"A2.2-0000000367","вул. Незалежності, 872, м. Миколаїв, Миколаївська область","м. Запоріжжя, Запорізька область #1","04.12.2022","47.0275301","31.9696872","47.8320180","35.1401670"
"A2.1-0000000368","м. Мукачево, Закарпатська область","м. Черкаси, Черкаська область #7","26.01.2024","48.4597834","22.7142805","49.4147708","32.0682996"
"A2.1-0000000369","вул. Юності, 856, м. Золотоноша, Черкаська область","вул. Садова, 665, м. Покровськ, Донецька область","31.01.2023-02.02.2023","49.6689719","32.0427439","48.2842825","37.1629976"
"A2.1-0000000370","вул. Незалежності, 427, м. Житомир, Житомирська область","Донецька область #2","09.08.2024-12.08.2024","50.1848067","28.6634580","47.9822534","37.7914648"
"A3.1-0000000371","вул. Богдана Хмельницького, 943, м. Хмельницький, Хмельницька область","вул. Полтавська, 48, м. Чортків, Тернопільська область","29.11.2023","49.1665876","26.5973543","49.0165315","25.7928886"
"A1.1-0000000372","вул. Одеська, 895, м. Нікополь, Дніпропетровська область","вул. Армійська, 718, м. Березне, Рівненська область","29.07.2024","47.5653038","34.3620571","51.0035653","26.7524487"
"A2.1-0000000373","вул. Пушкіна, 860, м. Токмак, Запорізька область","м. Вінниця, Вінницька область #2","11.01.2023","47.2598666","35.6956023","49.2336602","28.4750960"
"A3.1-0000000374","м. Ужгород, Закарпатська область #5","м. Сєвєродонецьк, Луганська область #4","16.09.2023","48.6389565","22.2719791","48.9339883","38.4967082"
"A1.1-0000000375","вул. Лугова, 837, м. Обухів, Київська область","вул. Полтавська, 821, м. Золотоноша, Черкаська область","23.08.2022","50.0960240","30.6184282","49.6689719","32.0427439"
"A3.1-0000000376","вул. Доробок, 670, м. Вознесенськ, Миколаївська область","вул. Садова, 37, м. Вараш, Рівненська область","24.02.2022","47.5583656","31.3375214","51.3367457","25.8405793"
"A1.1-0000000377","Одеська область #6","м. Камʼянець-Подільський, Хмельницька область #1","15.09.2024","46.4673294","30.7364695","48.7254509","26.5785004"
"A2.2-0000000378","вул. Вишнева, 340, м. Нікополь, Дніпропетровська область","вул. Курортна, 673, м. Нова Каховка, Херсонська область","07.09.2024","47.6683615","34.0615853","46.7583404","33.3566678"
"A1.1-0000000379","вул. Маршалковська, 350, м. Мілан, Італія","вул. Васильківська, 535, м. Умань, Черкаська область","29.09.2022","45.4641943","9.1896346","48.7587524","30.2255813"
"A1.1-0000000380","вул. Незалежності, 261, м. Чортків, Тернопільська область","вул. Січових Стрільців, 953, м. Біла Церква, Київська область","11.05.2023-19.05.2023","49.0165315","25.7928886","49.7765432","30.1283337"
"A2.1-0000000381","вул. Грушевського, 949, м. Хуст, Закарпатська область","вул. Полтавська, 469, м. Тернопіль, Тернопільська область","22.12.2024","48.3607300","23.2680800","49.6072645","25.4082094"
"A2.1-0000000382","вул. Васильківська, 958, м. Вінниця, Вінницька область","вул. Данила Галицького, 800, м. Покровськ, Донецька область","21.02.2023-05.03.2023","49.2336602","28.4750960","48.2771086","37.1772482"
"A2.1-0000000383","вул. Одеська, 615, м. Токмак, Запорізька область","вул. Данила Галицького, 903, м. Сєвєродонецьк, Луганська область","17.07.2023","47.1908720","36.2197282","48.9339883","38.4967082"
"A2.2-0000000384","вул. Полтавська, 825, м. Умань, Черкаська область","вул. Антоновича, 717, м. Чортків, Тернопільська область","08.01.2025-13.01.2025","48.9807831","29.8113749","49.0165315","25.7928886"
"A2.2-0000000385","Полтавська область #2","вул. Луганська, 354, м. Умань, Черкаська область","22.11.2022-04.12.2022","49.6223020","34.5471023","48.7937472","29.7670752"
"A2.1-0000000386","вул. Курортна, 119, м. Сєвєродонецьк, Луганська область","м. Покровськ, Донецька область","27.06.2024","48.9339883","38.4967082","48.2771086","37.1772482"
"A2.2-0000000387","вул. Кармелюка, 110, м. Львів, Львівська область","вул. Шевченка, 687, м. Рівне, Рівненська область","24.08.2023","49.7789180","24.0884469","50.6229267","26.2435981"
"A2.1-0000000388","вул. Шевченка, 708, м. Рівне, Рівненська область","м. Камʼянець-Подільський, Хмельницька область #2","01.05.2022-07.05.2022","50.6229267","26.2435981","48.7254509","26.5785004"
"A3.1-0000000389","м. Нікополь, Дніпропетровська область #1","м. Токмак, Запорізька область #2","06.10.2023","47.5688212","34.3912430","47.1908720","36.2197282"
"A1.1-0000000390","вул. Васильківська, 56, м. Ніжин, Чернігівська область","вул. Привокзальна, 636, м. Павлоград, Дніпропетровська область","19.08.2024-02.09.2024","51.0464747","31.8806289","48.5578194","35.9862474"
"A2.1-0000000391","м. Боярка, Київська область #2","м. Сарни, Рівненська область #1","02.04.2023-15.04.2023","50.3356709","30.2847595","51.3185470","26.6262720"
"A2.1-0000000392","вул. Дніпровська, 986, м. Ужгород, Закарпатська область","вул. Січових Стрільців, 387, м. Костопіль, Рівненська область","18.09.2023","48.6438806","22.2883587","50.8920972","26.4385354"
"A2.2-0000000393","вул. Хрещатик, 339, м. Павлоград, Дніпропетровська область","вул. Грушевського, 158, м. Суми, Сумська область","08.06.2022-21.06.2022","48.5578194","35.9862474","50.8769820","34.7648855"
"A2.2-0000000394","вул. Бандери, 803, м. Ізюм, Харківська область","м. Шостка, Сумська область #4","07.03.2023","49.1891083","37.2836043","51.8643550","33.4728542"
"A1.1-0000000395","вул. Володимирська, 414, м. Сарни, Рівненська область","вул. Кільцева, 680, м. Нікополь, Дніпропетровська область","03.03.2024","51.5617861","26.5900948","47.6518129","34.0981009"
"A2.2-0000000396","м. Шостка, Сумська область #5","вул. Січових Стрільців, 685, м. Львів, Львівська область","01.07.2023","51.8643550","33.4728542","49.8397513","24.0232617"
"A2.1-0000000397","вул. Спортивна, 938, м. Сєвєродонецьк, Луганська область","м. Миколаїв, Миколаївська область #1","06.03.2025","48.9339883","38.4967082","46.9931884","31.9994684"
"A2.2-0000000398","вул. Діагональ, 527, м. Ліон, Франція","м. Долина, Івано-Франківська область #2","24.10.2023","48.4768247","7.7079480","47.9638983","37.7375250"
"A2.1-0000000399","вул. Франка, 995, м. Кривий Ріг, Дніпропетровська область","Сумська область #4","08.07.2022","47.9060537","33.3660248","50.3036678","34.8912563"
"A2.1-0000000400","м. Новоград-Волинський, Житомирська область #1","м. Камʼянець-Подільський, Хмельницька область #3","03.08.2024","50.5917622","27.6066973","48.7254509","26.5785004"
"A1.1-0000000401","вул. Курортна, 340, м. Золотоноша, Черкаська область","вул. Шевченка, 183, м. Ужгород, Закарпатська область","11.04.2025-13.04.2025","49.6689719","32.0427439","48.6318150","22.2818184"
"A2.1-0000000402","вул. Ярослава Мудрого, 415, м. Долина, Івано-Франківська область","вул. Спортивна, 690, м. Харків, Харківська область","08.03.2022","48.9190670","24.8033284","49.9238688","36.3606723"
"A1.1-0000000403","вул. Весняна, 951, м. Ужгород, Закарпатська область","вул. Луганська, 309, м. Умань, Черкаська область","23.09.2023","48.6504584","22.2657980","48.7937472","29.7670752"
"A3.1-0000000404","м. Одеса, Одеська область #1","вул. Гетьмана, 140, м. Охтирка, Сумська область","17.03.2025-22.03.2025","46.4450965","30.6922239","50.2878985","34.8624078"
"A2.1-0000000405","м. Боярка, Київська область #3","Львівська область #1","05.04.2025","50.3356709","30.2847595","49.8419316","24.0319853"
"A2.1-0000000406","вул. Володимирська, 561, м. Коростень, Житомирська область","Полтавська область #3","29.01.2024","50.7687783","29.2616157","49.1318055","33.4432755"
"A2.1-0000000407","вул. Пушкіна, 165, м. Костопіль, Рівненська область","вул. Привокзальна, 118, м. Павлоград, Дніпропетровська область","30.04.2025","50.8774063","26.4434351","48.5578194","35.9862474"
"A1.1-0000000408","Полтавська область #4","вул. Миру, 688, м. Ужгород, Закарпатська область","13.09.2022","49.8536953","33.8025316","48.6504584","22.2657980"
"A2.1-0000000409","вул. Весняна, 132, м. Лисичанськ, Луганська область","вул. Незалежності, 292, м. Конотоп, Сумська область","27.03.2023","48.8534507","38.4490128","51.2012381","33.8419581"
"A2.2-0000000410","вул. Армійська, 599, м. Миргород, Полтавська область","вул. Залізнична, 982, м. Бахмут, Донецька область","05.03.2022","49.9568658","33.6153865","48.5888152","37.9837198"
"A2.2-0000000411","вул. Юності, 861, м. Стрий, Львівська область","вул. Богдана Хмельницького, 474, м. Лисичанськ, Луганська область","11.11.2023","48.7816155","23.2506748","48.8530925","38.4500547"
"A3.1-0000000412","вул. Юності, 880, м. Полтава, Полтавська область","м. Охтирка, Сумська область #2","30.07.2022","49.3870096","33.2512685","50.2878985","34.8624078"
"A1.1-0000000413","м. Одеса, Одеська область #2","м. Вараш, Рівненська область #1","05.05.2023-06.05.2023","46.4346175","30.7347848","-33.4300450","-70.6166715"
"A2.2-0000000414","Херсонська область","вул. Молодіжна, 402, м. Суми, Сумська область","12.10.2023","46.5421715","33.4079326","50.4138614","34.3471132"
"A2.1-0000000415","вул. Молодіжна, 515, м. Коростень, Житомирська область","вул. Гоголя, 701, м. Конотоп, Сумська область","11.01.2025","51.0383578","29.2947075","51.2184323","33.1821097"
"A2.1-0000000416","вул. Доробок, 750, м. Рівне, Рівненська область","вул. Грушевського, 225, м. Ізюм, Харківська область","13.06.2023-15.06.2023","50.6159850","26.3129363","49.1913721","37.2784125"
"A2.2-0000000417","вул. Кармелюка, 930, м. Камʼянець-Подільський, Хмельницька область","м. Токмак, Запорізька область #3","12.09.2024","48.9038747","26.8702598","47.1908720","36.2197282"
"A1.1-0000000418","вул. Унтер-ден-Лінден, 721, м. Гельсінкі, Фінляндія","Львівська область #2","17.08.2023-27.08.2023","60.1674881","24.9427473","49.9792379","24.4392563"
"A2.1-0000000419","вул. Кармелюка, 258, м. Ужгород, Закарпатська область","вул. Кармелюка, 416, м. Нікополь, Дніпропетровська область","31.01.2024","48.6252706","22.3088119","47.6605603","34.6431183"
"A3.1-0000000420","м. Київ, Київська область #2","вул. Полтавська, 170, м. Чернівці, Чернівецька область","12.01.2025","50.0033928","30.1977322","48.4921610","26.3925223"
"A2.2-0000000421","вул. Антоновича, 735, м. Бахмут, Донецька область","м. Бердянськ, Запорізька область #2","01.01.2024","48.5927395","37.9688314","46.7892406","36.7925841"
"A1.1-0000000422","вул. Мазепи, 166, м. Камʼянець-Подільський, Хмельницька область","вул. Соборна, 250, м. Чортків, Тернопільська область","13.05.2025","48.6836514","26.5750971","49.0165315","25.7928886"
